trip_id,arrival_time,departure_time,stop_id,stop_sequence
L1_VUELTA_LV,00:03:00,00:03:30,S_URD_A2,2
L1_VUELTA_LV,00:06:00,00:06:30,S_SAB_A2,3
L1_VUELTA_LV,00:09:00,00:09:30,S_GUA_A2,4
L1_VUELTA_LV,00:12:00,00:12:30,S_VAR_A2,5
L1_VUELTA_LV,00:15:00,00:15:00,S_VAN_A1,6
L1_IDA_FDS,00:00:00,00:00:00,S_VAN_A1,1
L1_IDA_FDS,00:03:00,00:03:30,S_VAR_A1,2
L1_IDA_FDS,00:06:00,00:06:30,S_GUA_A1,3
L1_IDA_FDS,00:09:00,00:09:30,S_SAB_A1,4
L1_IDA_FDS,00:12:00,00:12:30,S_URD_A1,5
L1_IDA_FDS,00:15:00,00:15:00,S_LIB_A1,6
L1_VUELTA_FDS,00:00:00,00:00:00,S_LIB_A1,1
L1_VUELTA_FDS,00:03:00,00:03:30,S_URD_A2,2
L1_VUELTA_FDS,00:06:00,00:06:30,S_SAB_A2,3
L1_VUELTA_FDS,00:09:00,00:09:30,S_GUA_A2,4
L1_VUELTA_FDS,00:12:00,00:12:30,S_VAR_A2,5
L1_VUELTA_FDS,00:15:00,00:15:00,S_VAN_A1,6
TRIP_LIMP_IDA_01,07:35:00,07:35:00,AV13,1
TRIP_LIMP_IDA_01,07:37:00,07:37:00,L_LIMP,2
TRIP_LIMP_IDA_01,07:40:00,07:40:00,L_MAKRO,3
TRIP_LIMP_IDA_01,07:43:00,07:43:00,L_C1,4
TRIP_LIMP_IDA_01,07:46:00,07:46:00,L_PN,5
TRIP_LIMP_IDA_01,07:48:00,07:48:00,L_LF,6
TRIP_LIMP_IDA_01,07:50:00,07:50:00,L_S,7
TRIP_LIMP_IDA_01,07:52:00,07:52:00,L_ER,8
TRIP_LIMP_IDA_01,07:54:00,07:54:00,L_CM1,9
TRIP_LIMP_IDA_01,07:56:00,07:56:00,L_CM2,10
TRIP_LIMP_IDA_01,07:58:00,07:58:00,L_CCG,11
TRIP_LIMP_IDA_01,08:01:00,08:01:00,L_SM,12
TRIP_LIMP_IDA_01,08:03:00,08:03:00,L_A,13
TRIP_LIMP_IDA_01,08:05:00,08:05:00,L_MP,14
TRIP_LIMP_IDA_01,08:07:00,08:07:00,L_M,15
TRIP_LIMP_IDA_01,08:10:00,08:10:00,L_P,16
TRIP_LIMP_IDA_01,08:13:00,08:13:00,L_DC,17
TRIP_LIMP_IDA_01,08:15:00,08:15:00,L_LC,18
TRIP_LIMP_VUELTA_01,08:15:00,08:15:00,LI_LC,1
TRIP_LIMP_VUELTA_01,08:17:00,08:17:00,LI_DC,2
TRIP_LIMP_VUELTA_01,08:20:00,08:20:00,LI_P,3
TRIP_LIMP_VUELTA_01,08:23:00,08:23:00,LI_M,4
TRIP_LIMP_VUELTA_01,08:25:00,08:25:00,LI_MP,5
TRIP_LIMP_VUELTA_01,08:27:00,08:27:00,LI_A,6
TRIP_LIMP_VUELTA_01,08:29:00,08:29:00,LI_SM,7
TRIP_LIMP_VUELTA_01,08:32:00,08:32:00,LI_CCG,8
TRIP_LIMP_VUELTA_01,08:35:00,08:35:00,LI_CM2,9
TRIP_LIMP_VUELTA_01,08:37:00,08:37:00,LI_CM1,10
TRIP_LIMP_VUELTA_01,08:39:00,08:39:00,LI_ER,11
TRIP_LIMP_VUELTA_01,08:41:00,08:41:00,LI_S,12
TRIP_LIMP_VUELTA_01,08:43:00,08:43:00,LI_LF,13
TRIP_LIMP_VUELTA_01,08:45:00,08:45:00,LI_PN,14
TRIP_LIMP_VUELTA_01,08:48:00,08:48:00,LI_C1,15
TRIP_LIMP_VUELTA_01,08:51:00,08:51:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_01,08:55:00,08:55:00,AV13,17
TRIP_LIMP_IDA_02,08:10:00,08:10:00,AV13,1
TRIP_LIMP_IDA_02,08:12:00,08:12:00,L_LIMP,2
TRIP_LIMP_IDA_02,08:15:00,08:15:00,L_MAKRO,3
TRIP_LIMP_IDA_02,08:18:00,08:18:00,L_C1,4
TRIP_LIMP_IDA_02,08:21:00,08:21:00,L_PN,5
TRIP_LIMP_IDA_02,08:23:00,08:23:00,L_LF,6
TRIP_LIMP_IDA_02,08:25:00,08:25:00,L_S,7
TRIP_LIMP_IDA_02,08:27:00,08:27:00,L_ER,8
TRIP_LIMP_IDA_02,08:29:00,08:29:00,L_CM1,9
TRIP_LIMP_IDA_02,08:31:00,08:31:00,L_CM2,10
TRIP_LIMP_IDA_02,08:33:00,08:33:00,L_CCG,11
TRIP_LIMP_IDA_02,08:36:00,08:36:00,L_SM,12
TRIP_LIMP_IDA_02,08:38:00,08:38:00,L_A,13
TRIP_LIMP_IDA_02,08:40:00,08:40:00,L_MP,14
TRIP_LIMP_IDA_02,08:42:00,08:42:00,L_M,15
TRIP_LIMP_IDA_02,08:45:00,08:45:00,L_P,16
TRIP_LIMP_IDA_02,08:48:00,08:48:00,L_DC,17
TRIP_LIMP_IDA_02,08:50:00,08:50:00,L_LC,18
TRIP_LIMP_VUELTA_02,08:50:00,08:50:00,LI_LC,1
TRIP_LIMP_VUELTA_02,08:52:00,08:52:00,LI_DC,2
TRIP_LIMP_VUELTA_02,08:55:00,08:55:00,LI_P,3
TRIP_LIMP_VUELTA_02,08:58:00,08:58:00,LI_M,4
TRIP_LIMP_VUELTA_02,09:00:00,09:00:00,LI_MP,5
TRIP_LIMP_VUELTA_02,09:02:00,09:02:00,LI_A,6
TRIP_LIMP_VUELTA_02,09:04:00,09:04:00,LI_SM,7
TRIP_LIMP_VUELTA_02,09:07:00,09:07:00,LI_CCG,8
TRIP_LIMP_VUELTA_02,09:10:00,09:10:00,LI_CM2,9
TRIP_LIMP_VUELTA_02,09:12:00,09:12:00,LI_CM1,10
TRIP_LIMP_VUELTA_02,09:14:00,09:14:00,LI_ER,11
TRIP_LIMP_VUELTA_02,09:16:00,09:16:00,LI_S,12
TRIP_LIMP_VUELTA_02,09:18:00,09:18:00,LI_LF,13
TRIP_LIMP_VUELTA_02,09:20:00,09:20:00,LI_PN,14
TRIP_LIMP_VUELTA_02,09:23:00,09:23:00,LI_C1,15
TRIP_LIMP_VUELTA_02,09:26:00,09:26:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_02,09:30:00,09:30:00,AV13,17
TRIP_LIMP_IDA_03,08:45:00,08:45:00,AV13,1
TRIP_LIMP_IDA_03,08:47:00,08:47:00,L_LIMP,2
TRIP_LIMP_IDA_03,08:50:00,08:50:00,L_MAKRO,3
TRIP_LIMP_IDA_03,08:53:00,08:53:00,L_C1,4
TRIP_LIMP_IDA_03,08:56:00,08:56:00,L_PN,5
TRIP_LIMP_IDA_03,08:58:00,08:58:00,L_LF,6
TRIP_LIMP_IDA_03,09:00:00,09:00:00,L_S,7
TRIP_LIMP_IDA_03,09:02:00,09:02:00,L_ER,8
TRIP_LIMP_IDA_03,09:04:00,09:04:00,L_CM1,9
TRIP_LIMP_IDA_03,09:06:00,09:06:00,L_CM2,10
TRIP_LIMP_IDA_03,09:08:00,09:08:00,L_CCG,11
TRIP_LIMP_IDA_03,09:11:00,09:11:00,L_SM,12
TRIP_LIMP_IDA_03,09:13:00,09:13:00,L_A,13
TRIP_LIMP_IDA_03,09:15:00,09:15:00,L_MP,14
TRIP_LIMP_IDA_03,09:17:00,09:17:00,L_M,15
TRIP_LIMP_IDA_03,09:20:00,09:20:00,L_P,16
TRIP_LIMP_IDA_03,09:23:00,09:23:00,L_DC,17
TRIP_LIMP_IDA_03,09:25:00,09:25:00,L_LC,18
TRIP_LIMP_VUELTA_03,09:25:00,09:25:00,LI_LC,1
TRIP_LIMP_VUELTA_03,09:27:00,09:27:00,LI_DC,2
TRIP_LIMP_VUELTA_03,09:30:00,09:30:00,LI_P,3
TRIP_LIMP_VUELTA_03,09:33:00,09:33:00,LI_M,4
TRIP_LIMP_VUELTA_03,09:35:00,09:35:00,LI_MP,5
TRIP_LIMP_VUELTA_03,09:37:00,09:37:00,LI_A,6
TRIP_LIMP_VUELTA_03,09:39:00,09:39:00,LI_SM,7
TRIP_LIMP_VUELTA_03,09:42:00,09:42:00,LI_CCG,8
TRIP_LIMP_VUELTA_03,09:45:00,09:45:00,LI_CM2,9
TRIP_LIMP_VUELTA_03,09:47:00,09:47:00,LI_CM1,10
TRIP_LIMP_VUELTA_03,09:49:00,09:49:00,LI_ER,11
TRIP_LIMP_VUELTA_03,09:51:00,09:51:00,LI_S,12
TRIP_LIMP_VUELTA_03,09:53:00,09:53:00,LI_LF,13
TRIP_LIMP_VUELTA_03,09:55:00,09:55:00,LI_PN,14
TRIP_LIMP_VUELTA_03,09:58:00,09:58:00,LI_C1,15
TRIP_LIMP_VUELTA_03,10:01:00,10:01:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_03,10:05:00,10:05:00,AV13,17
TRIP_LIMP_IDA_04,09:20:00,09:20:00,AV13,1
TRIP_LIMP_IDA_04,09:22:00,09:22:00,L_LIMP,2
TRIP_LIMP_IDA_04,09:25:00,09:25:00,L_MAKRO,3
TRIP_LIMP_IDA_04,09:28:00,09:28:00,L_C1,4
TRIP_LIMP_IDA_04,09:31:00,09:31:00,L_PN,5
TRIP_LIMP_IDA_04,09:33:00,09:33:00,L_LF,6
TRIP_LIMP_IDA_04,09:35:00,09:35:00,L_S,7
TRIP_LIMP_IDA_04,09:37:00,09:37:00,L_ER,8
TRIP_LIMP_IDA_04,09:39:00,09:39:00,L_CM1,9
TRIP_LIMP_IDA_04,09:41:00,09:41:00,L_CM2,10
TRIP_LIMP_IDA_04,09:43:00,09:43:00,L_CCG,11
TRIP_LIMP_IDA_04,09:46:00,09:46:00,L_SM,12
TRIP_LIMP_IDA_04,09:48:00,09:48:00,L_A,13
TRIP_LIMP_IDA_04,09:50:00,09:50:00,L_MP,14
TRIP_LIMP_IDA_04,09:52:00,09:52:00,L_M,15
TRIP_LIMP_IDA_04,09:55:00,09:55:00,L_P,16
TRIP_LIMP_IDA_04,09:58:00,09:58:00,L_DC,17
TRIP_LIMP_IDA_04,10:00:00,10:00:00,L_LC,18
TRIP_LIMP_VUELTA_04,10:00:00,10:00:00,LI_LC,1
TRIP_LIMP_VUELTA_04,10:02:00,10:02:00,LI_DC,2
TRIP_LIMP_VUELTA_04,10:05:00,10:05:00,LI_P,3
TRIP_LIMP_VUELTA_04,10:08:00,10:08:00,LI_M,4
TRIP_LIMP_VUELTA_04,10:10:00,10:10:00,LI_MP,5
TRIP_LIMP_VUELTA_04,10:12:00,10:12:00,LI_A,6
TRIP_LIMP_VUELTA_04,10:14:00,10:14:00,LI_SM,7
TRIP_LIMP_VUELTA_04,10:17:00,10:17:00,LI_CCG,8
TRIP_LIMP_VUELTA_04,10:20:00,10:20:00,LI_CM2,9
TRIP_LIMP_VUELTA_04,10:22:00,10:22:00,LI_CM1,10
TRIP_LIMP_VUELTA_04,10:24:00,10:24:00,LI_ER,11
TRIP_LIMP_VUELTA_04,10:26:00,10:26:00,LI_S,12
TRIP_LIMP_VUELTA_04,10:28:00,10:28:00,LI_LF,13
TRIP_LIMP_VUELTA_04,10:30:00,10:30:00,LI_PN,14
TRIP_LIMP_VUELTA_04,10:33:00,10:33:00,LI_C1,15
TRIP_LIMP_VUELTA_04,10:36:00,10:36:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_04,10:40:00,10:40:00,AV13,17
TRIP_LIMP_IDA_05,09:55:00,09:55:00,AV13,1
TRIP_LIMP_IDA_05,09:57:00,09:57:00,L_LIMP,2
TRIP_LIMP_IDA_05,10:00:00,10:00:00,L_MAKRO,3
TRIP_LIMP_IDA_05,10:03:00,10:03:00,L_C1,4
TRIP_LIMP_IDA_05,10:06:00,10:06:00,L_PN,5
TRIP_LIMP_IDA_05,10:08:00,10:08:00,L_LF,6
TRIP_LIMP_IDA_05,10:10:00,10:10:00,L_S,7
TRIP_LIMP_IDA_05,10:12:00,10:12:00,L_ER,8
TRIP_LIMP_IDA_05,10:14:00,10:14:00,L_CM1,9
TRIP_LIMP_IDA_05,10:16:00,10:16:00,L_CM2,10
TRIP_LIMP_IDA_05,10:18:00,10:18:00,L_CCG,11
TRIP_LIMP_IDA_05,10:21:00,10:21:00,L_SM,12
TRIP_LIMP_IDA_05,10:23:00,10:23:00,L_A,13
TRIP_LIMP_IDA_05,10:25:00,10:25:00,L_MP,14
TRIP_LIMP_IDA_05,10:27:00,10:27:00,L_M,15
TRIP_LIMP_IDA_05,10:30:00,10:30:00,L_P,16
TRIP_LIMP_IDA_05,10:33:00,10:33:00,L_DC,17
TRIP_LIMP_IDA_05,10:35:00,10:35:00,L_LC,18
TRIP_LIMP_VUELTA_05,10:35:00,10:35:00,LI_LC,1
TRIP_LIMP_VUELTA_05,10:37:00,10:37:00,LI_DC,2
TRIP_LIMP_VUELTA_05,10:40:00,10:40:00,LI_P,3
TRIP_LIMP_VUELTA_05,10:43:00,10:43:00,LI_M,4
TRIP_LIMP_VUELTA_05,10:45:00,10:45:00,LI_MP,5
TRIP_LIMP_VUELTA_05,10:47:00,10:47:00,LI_A,6
TRIP_LIMP_VUELTA_05,10:49:00,10:49:00,LI_SM,7
TRIP_LIMP_VUELTA_05,10:52:00,10:52:00,LI_CCG,8
TRIP_LIMP_VUELTA_05,10:55:00,10:55:00,LI_CM2,9
TRIP_LIMP_VUELTA_05,10:57:00,10:57:00,LI_CM1,10
TRIP_LIMP_VUELTA_05,10:59:00,10:59:00,LI_ER,11
TRIP_LIMP_VUELTA_05,11:01:00,11:01:00,LI_S,12
TRIP_LIMP_VUELTA_05,11:03:00,11:03:00,LI_LF,13
TRIP_LIMP_VUELTA_05,11:05:00,11:05:00,LI_PN,14
TRIP_LIMP_VUELTA_05,11:08:00,11:08:00,LI_C1,15
TRIP_LIMP_VUELTA_05,11:11:00,11:11:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_05,11:15:00,11:15:00,AV13,17
TRIP_LIMP_IDA_06,10:30:00,10:30:00,AV13,1
TRIP_LIMP_IDA_06,10:32:00,10:32:00,L_LIMP,2
TRIP_LIMP_IDA_06,10:35:00,10:35:00,L_MAKRO,3
TRIP_LIMP_IDA_06,10:38:00,10:38:00,L_C1,4
TRIP_LIMP_IDA_06,10:41:00,10:41:00,L_PN,5
TRIP_LIMP_IDA_06,10:43:00,10:43:00,L_LF,6
TRIP_LIMP_IDA_06,10:45:00,10:45:00,L_S,7
TRIP_LIMP_IDA_06,10:47:00,10:47:00,L_ER,8
TRIP_LIMP_IDA_06,10:49:00,10:49:00,L_CM1,9
TRIP_LIMP_IDA_06,10:51:00,10:51:00,L_CM2,10
TRIP_LIMP_IDA_06,10:53:00,10:53:00,L_CCG,11
TRIP_LIMP_IDA_06,10:56:00,10:56:00,L_SM,12
TRIP_LIMP_IDA_06,10:58:00,10:58:00,L_A,13
TRIP_LIMP_IDA_06,11:00:00,11:00:00,L_MP,14
TRIP_LIMP_IDA_06,11:02:00,11:02:00,L_M,15
TRIP_LIMP_IDA_06,11:05:00,11:05:00,L_P,16
TRIP_LIMP_IDA_06,11:08:00,11:08:00,L_DC,17
TRIP_LIMP_IDA_06,11:10:00,11:10:00,L_LC,18
TRIP_LIMP_VUELTA_06,11:10:00,11:10:00,LI_LC,1
TRIP_LIMP_VUELTA_06,11:12:00,11:12:00,LI_DC,2
TRIP_LIMP_VUELTA_06,11:15:00,11:15:00,LI_P,3
TRIP_LIMP_VUELTA_06,11:18:00,11:18:00,LI_M,4
TRIP_LIMP_VUELTA_06,11:20:00,11:20:00,LI_MP,5
TRIP_LIMP_VUELTA_06,11:22:00,11:22:00,LI_A,6
TRIP_LIMP_VUELTA_06,11:24:00,11:24:00,LI_SM,7
TRIP_LIMP_VUELTA_06,11:27:00,11:27:00,LI_CCG,8
TRIP_LIMP_VUELTA_06,11:30:00,11:30:00,LI_CM2,9
TRIP_LIMP_VUELTA_06,11:32:00,11:32:00,LI_CM1,10
TRIP_LIMP_VUELTA_06,11:34:00,11:34:00,LI_ER,11
TRIP_LIMP_VUELTA_06,11:36:00,11:36:00,LI_S,12
TRIP_LIMP_VUELTA_06,11:38:00,11:38:00,LI_LF,13
TRIP_LIMP_VUELTA_06,11:40:00,11:40:00,LI_PN,14
TRIP_LIMP_VUELTA_06,11:43:00,11:43:00,LI_C1,15
TRIP_LIMP_VUELTA_06,11:46:00,11:46:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_06,11:50:00,11:50:00,AV13,17
TRIP_LIMP_IDA_07,11:05:00,11:05:00,AV13,1
TRIP_LIMP_IDA_07,11:07:00,11:07:00,L_LIMP,2
TRIP_LIMP_IDA_07,11:10:00,11:10:00,L_MAKRO,3
TRIP_LIMP_IDA_07,11:13:00,11:13:00,L_C1,4
TRIP_LIMP_IDA_07,11:16:00,11:16:00,L_PN,5
TRIP_LIMP_IDA_07,11:18:00,11:18:00,L_LF,6
TRIP_LIMP_IDA_07,11:20:00,11:20:00,L_S,7
TRIP_LIMP_IDA_07,11:22:00,11:22:00,L_ER,8
